note_id,xsec_token,type,title,content,like_count,collect_count,share_count,comment_count,publish_time,category
680f0a6b0000000021000e8a,ABjmiF6D-KhmcQ9idy4ee6ZCeZSkItRBR_8uqJ_XzkiLg=,video,光伏革命——当钙钛矿遇见新质生产力,想知道蓝色星球未来1/3的清洁能源来自什么吗？请关注4月29日北大科学YEAH！一起探索钙钛矿太阳能电池材料和器件的无限潜力！ 拍摄：林予诺 剪辑：罗榆姗 ﻿#光伏革命[话题]#﻿ ﻿#新质生产力[话题]#﻿ ﻿#北大科学YEAH[话题]#﻿ ﻿#北大[话题]#﻿ ﻿#北京大学[话题]#﻿ ﻿#小红书高校YOUNG计划[话题]#﻿ ﻿@校园薯﻿,114,13,31,15,2025-04-28 17:56:02,科技类
680f09df000000002002879d,ABjmiF6D-KhmcQ9idy4ee6ZLSzYi08TwntIyzQZl7rDmY=,video,AI时代的本科教育教学将面临哪些挑战？,来着不同学科的教授们在这场圆桌论坛上深入交流与探讨，以教育的初心为锚点，以人的生长为核心，借助技术力量，共同思考如何重构更有温度的本科教育生态。 活动主办：北京大学教育学院、教务部 ﻿#AI[话题]#﻿ ﻿#本科教育[话题]#﻿ ﻿#北大[话题]#﻿ ﻿#北京大学[话题]#﻿ ﻿#小红书高校YOUNG计划[话题]#﻿ ﻿@校园薯﻿,129,16,1,4,2025-04-28 12:53:51,教学类
680c4b94000000001d00245e,AB9lxGr8wFM_03pkZ38VySgp_mNJY3A2QShzLEDG-ZMUU=,video,统计学如何解锁生命医学奥秘？,你是否曾好奇，那些复杂的生命现象背后，隐藏着怎样的数据密码？统计学又该如何解锁生命医学的奥秘？4月29日，锁定北大直播间“北大科学YEAH！”一起来听北大学者的精彩解析！ 拍摄：罗榆姗 剪辑：郭楚媛 ﻿#北大[话题]#﻿ ﻿#北京大学[话题]#﻿ ﻿#小红书高校YOUNG计划[话题]#﻿ ﻿#生命医学[话题]#﻿ ﻿#北大科学YEAH[话题]#﻿ ﻿@校园薯﻿,74,11,4,3,2025-04-27 19:59:01,运动健康类
680deb95000000001c035dab,AB8H1KRxpIIylZjbnCrjKrzQMV1o2ppwFWh4YQkPGWDa0=,video,2025北大春季运动会赛场精彩瞬间📷,4月25日-26日，北京大学第32届体育文化节暨春季运动会在五四体育场举行。在各项赛事的运动场地中，处处可见活力满满的北大人。让我们一起透过镜头，共赴这场青春与热血的盛宴！ ﻿#运动会[话题]#﻿ ﻿#运动会上的超燃时刻[话题]#﻿ ﻿#北大[话题]#﻿ ﻿#北京大学[话题]#﻿ ﻿#小红书高校YOUNG计划[话题]#﻿ ﻿@校园薯﻿,277,24,7,16,2025-04-27 17:32:18,运动健康类
680de18e000000001c009a2f,AB8H1KRxpIIylZjbnCrjKrzZ-QHIOJ-_YgHXpZOd4OQEs=,video,春季运动会｜ 机器人领队惊喜亮相！,萌趣十足的机器人、机器狗领队率领方阵向我们走来！ 科技与运动激情碰撞，展现北大创新魅力～ 视频制作：杜牧秦 许詠嘉 谢慧琴 顾舒文 王子晗 ﻿#运动会[话题]#﻿ ﻿#春季运动会[话题]#﻿ ﻿#运动会上的超燃时刻[话题]#﻿ ﻿#北大[话题]#﻿ ﻿#北京大学[话题]#﻿ ﻿#小红书高校YOUNG计划[话题]#﻿ ﻿@校园薯﻿,163,6,14,10,2025-04-27 15:49:34,运动健康类
680dd51f000000001d00aeea,AB8H1KRxpIIylZjbnCrjKrzeDC0qi2HdYvP4Lx5ZQsXVY=,video,北大青春长跑今日开跑！,激扬青春，跃动未名。“奔跑吧！青年！”北京大学第六届五四青春长跑今日开跑！ ﻿#青春长跑[话题]#﻿ ﻿#长跑[话题]#﻿ ﻿#北大[话题]#﻿ ﻿#北京大学[话题]#﻿ ﻿#小红书高校YOUNG计划[话题]#﻿ ﻿@校园薯﻿,371,40,48,16,2025-04-27 15:02:37,运动健康类
680cda18000000001c01c3c7,AB9lxGr8wFM_03pkZ38VySgow5a5Ba2rk_qzNgD_90I30=,video,春季运动会 | 北大附属小学表演,北大附属小学学生代表队带来牛仔舞健身操。 学生们以灵动的踢踏唤醒热情，用默契的配合诠释团结，让蓬勃的朝气随音符绽放！ ﻿#运动会[话题]#﻿ ﻿#完全人格首在体育[话题]#﻿ ﻿#北大[话题]#﻿ ﻿#北京大学[话题]#﻿ ﻿#小红书高校YOUNG计划[话题]#﻿ ﻿@校园薯﻿,296,36,49,23,2025-04-26 23:05:01,运动健康类
680cd935000000001c01ff26,AB9lxGr8wFM_03pkZ38VySgvLJ_Uk7Cym-O70898-OUhw=,video,春季运动会 | 北大附属幼儿园表演,沐浴春日暖阳，我们向快乐出发！ 来自北大附属幼儿园的300多名小朋友，为我们展现他们的阳光体育，让我们一起感受孩子们运动的快乐吧！ ﻿#运动会[话题]#﻿ ﻿#完全人格首在体育[话题]#﻿ ﻿#北大[话题]#﻿ ﻿#北京大学[话题]#﻿ ﻿#小红书高校YOUNG计划[话题]#﻿ ﻿@校园薯﻿,390,41,60,33,2025-04-26 22:02:01,运动健康类
680cd86c000000001202d051,AB9lxGr8wFM_03pkZ38VySgoJ_kCXbFFw1uIXIKGyAE9s=,video,北京大学2025春季运动会举行,2025年4月25日至26日，北京大学第32届体育文化节暨2025春季运动会在五四体育场举行。点击视频，感受运动北大！ ﻿#运动会[话题]#﻿ ﻿#完全人格首在体育[话题]#﻿ ﻿#体育[话题]#﻿ ﻿#北大[话题]#﻿ ﻿#北京大学[话题]#﻿ ﻿#小红书高校YOUNG计划[话题]#﻿ ﻿@校园薯﻿,149,21,44,10,2025-04-26 20:58:20,运动健康类
680c4b16000000001c0135c8,AB9lxGr8wFM_03pkZ38VySgv6yyttR1Vywpee2oj6ojeg=,video,Al for Mathematics数学的数字化与智能化,AI轰鸣时代，数学是解码未来的密钥？当海量信息如潮水涌来，我们该如何重构认知坐标系？锁定4月29日北大直播间“北大科学YEAH！” 剪辑：杜牧秦 拍摄：胡元楚 ﻿#北大[话题]#﻿ ﻿#北京大学[话题]#﻿ ﻿#小红书高校YOUNG计划[话题]#﻿ ﻿#AI[话题]#﻿ ﻿#北大科学YEAH[话题]#﻿ ﻿#数字化[话题]#﻿ ﻿#智能化[话题]#﻿ ﻿@校园薯﻿,139,16,19,12,2025-04-26 19:57:01,教学类
680c353a000000001d009d00,AB9lxGr8wFM_03pkZ38VySguF-2iqR-0Umme2boJBk7TI=,video,“争做数一数二的保安员”活动举行~,五一劳动节前夕，北京大学保卫部举办第五届“争做数一数二的保安员”评选活动。12位优秀保安员依次登台，围绕“微光、信仰、破晓、传承、使命、初心、守护、讲述、希望、张大妈、望闻问切、‘小’与‘大’”等关键词，分享了他们在平凡岗位上的暖心故事，展现了北大安保队伍的责任担当与人文关怀。 视频来源：北京大学保卫部 ﻿#保安[话题]#﻿ ﻿#北大[话题]#﻿ ﻿#北京大学[话题]#﻿ ﻿#小红书高校YOUNG计划[话题]#﻿ ﻿@校园薯﻿,239,14,11,18,2025-04-26 09:22:02,学生生活类
680b4083000000001c015f5c,ABLL51yqrF5PY9DOP7JJ6t3pce2rLJ-gAKt8Uf4AMyBCg=,video,穿越墙面，gogogo 出发去北京大学喽！,部分素材来源：《闪电侠》 剪辑：高廷旼 ﻿#穿越墙面[话题]#﻿ ﻿#gogogo[话题]#﻿ ﻿#gogogo岀发喽[话题]#﻿ ﻿#准备好了就出发[话题]#﻿ ﻿#先出发再说[话题]#﻿ ﻿#北大[话题]#﻿ ﻿#北京大学[话题]#﻿ ﻿@校园薯﻿,336000,43000,26000,21000,2025-04-25 17:58:03,学生生活类
680b2941000000001d01b2fb,ABLL51yqrF5PY9DOP7JJ6t3pbxA8Bzw2eqlgUdjmrFZ7w=,video,血管保卫战——除了降胆固醇，我们还能做什么？,血管保卫战——除了降胆固醇，我们还能做什么？ 目前临床上针对动脉粥样硬化的治疗，通常使用的是降胆固醇的方法，但这只能解决目前三分之一的问题。余下三分之二的问题，北大学者将如何解决？锁定4月29日北大直播间“北大科学YEAH！”，了解更多最新防治策略！ 视频制作：罗榆姗,129,16,16,3,2025-04-25 15:18:34,运动健康类
680b167e000000001c00df9d,ABLL51yqrF5PY9DOP7JJ6t3rXSrW45vpI1-cLT4VrAFfU=,video,肯尼亚总统威廉·萨莫伊·鲁托访问北大,4月23日上午，肯尼亚共和国总统威廉·萨莫伊·鲁托（William Samoei Ruto）访问北京大学并发表演讲。 ﻿#肯尼亚[话题]#﻿ ﻿#北京大学[话题]#﻿ ﻿#北大[话题]#﻿ ﻿#小红书高校YOUNG计划[话题]#﻿ ﻿@校园薯﻿,394,30,12,23,2025-04-25 12:58:38,学生生活类
68099765000000000f0384e2,ABg52pSjrrcSstWWzkzvUXW6tOAI55rHQjcACw9uUXNck=,video,校园开放日｜打卡北大图书馆和校史馆,4月19日，北京大学校园开放日如约而至！来自全国各地的学生和家长走进燕园，沉浸式感受学术殿堂的魅力。在图书馆里拥抱浩瀚书海，在校史馆中触摸百年学府的历史脉搏……一起来看看他们解锁“北大学子一日体验卡”后有什么感受吧！ 	 制片：石雯茜 拍摄：侯华丽 剪辑：柯亦兰 出镜：姜姜京 	 ﻿#校园开放日[话题]#﻿ ﻿#开放日[话题]#﻿ ﻿#北京大学[话题]#﻿ ﻿#北大[话题]#﻿ ﻿#小红书高校YOUNG计划[话题]#﻿ ﻿@校园薯﻿,441,54,9,9,2025-04-25 12:43:00,学生生活类
68099629000000000f030a85,ABg52pSjrrcSstWWzkzvUXWwPIbtm2Hx4Ltlm10dt2-_A=,video,校园开放日｜解锁北大美食与美景！,2025年北大校园开放日盛大来袭！漫步春意满盈的未名湖畔；打卡百年风骨的博雅塔；品尝北大食堂美食～跟随导览团队，点击视频，解锁你的未来校园！ 制片：杜牧秦 林予诺 拍摄：史涵君 刘祥均 苏欣宜 剪辑：马洪宇 ﻿#校园开放日[话题]#﻿ ﻿#开放日[话题]#﻿ ﻿#北京大学[话题]#﻿ ﻿#北大[话题]#﻿ ﻿#小红书高校YOUNG计划[话题]#﻿ ﻿@校园薯﻿,166,13,13,5,2025-04-25 08:37:00,学生生活类
680a5797000000001c015f65,ABWz1QRihKVPOkbp-10gefBaqDHkBIjrFR9tawEsbhW-I=,video,将大熊猫的照片“刻”进DNA？,想了解DNA存储的相关知识吗？记得锁定4月29日北大直播间“北大科学YEAH！”活动！ 视频制作：罗榆姗 ﻿#北大科学YEAH[话题]#﻿ ﻿#北京大学[话题]#﻿ ﻿#北大[话题]#﻿ ﻿#科学[话题]#﻿ ﻿#科普[话题]#﻿ ﻿@校园薯﻿,92,9,4,4,2025-04-24 23:24:07,科技类
68099435000000001c02f170,ABg52pSjrrcSstWWzkzvUXW70Na0Yolnt4mmIl8oYFrA0=,video,北大教授夫妇 一生相守在书房,“同学，同志，同心；相识，相知，相爱。”陆俭明和马真教授都按照“国家的需要”投身语言学专业，毕业后又携手踏入北京大学汉语教研室，退休后也继续学术天地间并肩耕耘。六十余载时光流转，岁月见证着他们在生活与学术道路上相互扶持、相濡以沫的动人篇章。 视频制作：陶欣 ﻿#北京大学[话题]#﻿ ﻿#北大[话题]#﻿ ﻿#小红书高校YOUNG计划[话题]#﻿ ﻿#教授[话题]#﻿ ﻿#教授夫妇[话题]#﻿ ﻿@校园薯﻿,310,31,5,14,2025-04-24 17:30:41,学生生活类
680737da000000001c034def,ABuz7rk51ARxA9YcXnpIu4GOZeWRDzglQnbU6zysRK-Fs=,video,新版《蔡元培全集》新书发布会来啦！,4月20日上午，新版《蔡元培全集》新书发布会暨蔡元培先生辞世85周年纪念会在北京大学举行。中宣部出版局、商务印书馆相关单位、蔡元培生前交往密切的单位及北京大学相关院系部门负责人参加会议。 ﻿#北京大学[话题]#﻿ ﻿#北大[话题]#﻿ ﻿#蔡元培全集[话题]#﻿ ﻿#蔡元培[话题]#﻿ ﻿#小红书高校YOUNG计划[话题]#﻿ ﻿@校园薯﻿,115,11,7,5,2025-04-24 12:31:01,艺术文化类
6808538d000000001c0175f3,ABcxVis48BhABE4NrM1-MIkLFh_AvvSqhmlzRlSCQnlXo=,video,静园花事｜北大暮春速写,晨雾漫青砖 红窗衔花影 紫瀑垂落浸藤烟 牡丹叠春色 暮云收绮绣 浮光掠过胭脂雪 北大限定版花海放送，建议横屏享用，一起截图分享这张会动的工笔画！ 拍摄：王乐 文案：齐思贤 ﻿#紫藤[话题]#﻿ ﻿#牡丹[话题]#﻿ ﻿#交换春天[话题]#﻿ ﻿#小红书春天舞会[话题]#﻿ ﻿#北京大学[话题]#﻿ ﻿#北大[话题]#﻿ ﻿#小红书高校YOUNG计划[话题]#﻿ ﻿@校园薯﻿,225,21,12,8,2025-04-24 08:01:26,美景照片类
680848c4000000001c002aa7,ABcxVis48BhABE4NrM1-MIkEdhHEX9Nr6Hi2tsTuH_PA0=,video,“另一种栖居——走进北大学者书房”阅享会,4月18日下午，二教地下双创中心报告厅内书香氤氲，由党委宣传部与出版社联合主办的“另一种栖居——走进北大学者书房”阅享会在此举行。活动以世界读书日为背景，为师生们带来一场融合学术深度与人文情怀的文化盛宴。 视频制作：王小虎同学 ﻿#读书日[话题]#﻿ ﻿#世界读书日[话题]#﻿ ﻿#北大学者书房[话题]#﻿ ﻿#世间第一等好事是读书[话题]#﻿ ﻿#北京大学[话题]#﻿ ﻿#北大[话题]#﻿ ﻿@校园薯﻿,129,13,3,8,2025-04-23 16:55:01,学生生活类
68074640000000001e00a2ab,ABuz7rk51ARxA9YcXnpIu4GPX2tHy7zxqn3NOfnPeQ12g=,video,在北大图书馆工作是种什么体验？,今天是 4月23日 · 世界读书日 跟着镜头，走进一位北大图书馆志愿者的平凡一天—— 在一座藏着无数思想与故事的地方，他默默忙碌着，成了另一个“守书人”🧑‍💼 	 归架、引导、整理、搬运……看似重复的工作，却藏着细腻的温度和秩序✨ 在光影交错的图书馆里，我们看见了另一种“阅读者”的身影。 	 这支视频，想在今天送给所有热爱书的人🎁 	 ﻿#北大[话题]#﻿ ﻿#世界读书日[话题]#﻿ ﻿#vlog记录[话题]#﻿ ﻿#校园生活[话题]#﻿ ﻿#小红书高校YOUNG计划[话题]#﻿ ﻿ ﻿@校园薯﻿,118,19,3,3,2025-04-23 13:33:00,学生生活类
6807396b000000001d02328a,ABuz7rk51ARxA9YcXnpIu4GN_T2OxjBE7CVXtb2j8gDGY=,video,读书可以经历一千种人生📚,恰逢人间四月天，正是读书好时节。 翻开书页，从文学读到历史；戴上耳机，从哲学听到科学。 此刻燕园千卷共展，让文字载你穿越人间烟火，经历千种人生，踏入未至之境…… 您最近在书页间邂逅了怎样的风景？欢迎在评论区交换书单。 	 导演：石雯茜 拍摄：侯华丽 剪辑：石雯茜 侯华丽 出镜：（按出场顺序排序）黄臻 张可意 张周月明 蔺庆刚 王晓玲 甄文进 蔡一辰 汪旸 王晓秋 	 #生活走读生[话题]#   #小红书游学团[话题]#   #我在书店修学分[话题]# ﻿#世界读书日[话题]#﻿ ﻿#读书[话题]#﻿ ﻿#读书可以经历千种人生[话题]#﻿ ﻿#北京大学[话题]#﻿ ﻿#北大[话题]#﻿ ﻿@校园薯﻿,10000,2916,732,376,2025-04-23 08:02:48,学生生活类
68071db0000000001e00b088,ABuz7rk51ARxA9YcXnpIu4GPPOxr6bIvKUVn3cLtzV198=,video,校园开放日 | 参观实验室有什么感受？,北京大学2025年校园开放日中，智能仿生设计实验室、公共仪器中心、智能机器人实验室等多个理工重点实验室对外开放，展示科技强国的前沿成果。一起看看大家都收获了哪些体验吧！ 拍摄：郭楚媛、杨佳文、辛日晴、刘祥均 剪辑：郭楚媛 ﻿#校园开放日[话题]#﻿ ﻿#北京大学[话题]#﻿ ﻿#北大[话题]#﻿ ﻿#小红书高校YOUNG计划[话题]#﻿ ﻿@校园薯﻿,141,9,9,5,2025-04-22 15:40:02,学生生活类
68073552000000001c012fcd,ABuz7rk51ARxA9YcXnpIu4GPTJYZFu1eT-kb-10BLzkOw=,video,北大图书馆换书大集开集啦！,世界读书日来临之际，北京大学图书馆“换书大集”如约开启！通过交换，书籍中静止的文字化为情感与思想流动。4月23日世界读书日，让我们一起加入这场书香盛宴，让阅读成为日常吧。 视频制作：赵海涵 谢雅萱 ﻿#北京大学[话题]#﻿ ﻿#北大[话题]#﻿ ﻿#换书大集[话题]#﻿ ﻿#世界读书日[话题]#﻿ ﻿#小红书高校YOUNG计划[话题]#﻿ ﻿@校园薯﻿,120,8,9,3,2025-04-22 14:21:06,学生生活类
68071c93000000001c03ca89,ABuz7rk51ARxA9YcXnpIu4GNuKmYbZzQdwrKDKx1QGUDw=,video,旧书市集进北大📖 ,4月的燕园迎来了“旧书市集进北大”活动！现场不仅能收获各类经典书籍，还有众多趣味小游戏！快一起跟随小北的步伐，感受一下现场的书香氛围吧～ 出镜：刘祥均 拍摄：张恒灵 剪辑：许詠嘉 朴晓彬 ﻿#世界读书日[话题]#﻿ ﻿#旧书市集进北大[话题]#﻿ ﻿#北京大学[话题]#﻿ ﻿#北大[话题]#﻿ ﻿#小红书高校YOUNG计划[话题]#﻿ ﻿@校园薯﻿﻿,181,7,8,13,2025-04-22 12:35:31,学生生活类
6805ef33000000001c00b837,ABgqjnSHqS6GJ7NgrToNcNCZQ0oqH_p7RhuTTHBnowDyw=,normal,北大学子备考锦囊|北大学霸的政治秘籍📖,✨高中思政逆袭指南📖 | 从迷茫到突破的高效学习法 🔥 Part 1 | 背书不是死记硬背，而是“私人定制” ✨ 痛点破解：7本新教材背到崩溃？考前突击无效？ 1️⃣分层记忆法 - 必修一/三：抓框架（用思维导图❗️） - 必修二/四：精准背诵专业术语（标黄荧光笔+录音循环听） - 选必一/三：理解＞背诵（结合时政案例） 2️⃣艾宾浩斯计划表 - 每天15min滚动复习，用「碎片时间」巩固 3️⃣ 冷门知识点别放过！ - 23年湖南高考考了“探究与分享”，课本边角料也要扫读！ 🎯 Part 2 | 选择题满分技巧：双导向答题法 🚨主观题写满却低分？材料题总是跑偏？ 👉问题导向：圈题干关键词（如“启示”“旨在”） 👉 课本导向：选项先排除“知识性错误”（例：混淆“主要矛盾”和“矛盾主要方面”） ✨ 三步秒杀选择题： 1. 直接看题干→划限定词 2. 排除法干掉2个错误选项 3. 回材料找“隐藏线索”（高频词=考点！） 📌 主观题公式： 材料分句标记+知识点对标（必修几？哪个单元？） 💬举例：哲学题=原理+方法论+材料分析 📒 Part 3 | 学霸都在偷偷用的“政治积累本” 🔧 工具：活页本（前知识/后错题） 📍 前半部分： - 按热点分板块（如“乡村振兴”“全过程民主”） - 记录【答题金句】+【时政术语】（例：经济题必背“供给侧结构性改革”） 📍 后半部分： - 只贴经典错题（剪刀+胶棒省时间！） - 红笔标出“漏答点” 🌟 关键提示： 每周精做1套高考真题，对照答案梳理逻辑链！ 💌 最后的小唠叨 “整理比刷题更重要，框架比细节更优先！” 👉关注小北解锁更多高考干货 | 评论区留言下一期想看的科目~ 来源：北京大学招生办 图文制作：高廷旼 ﻿#北京大学[话题]#﻿ ﻿#北大[话题]#﻿ ﻿#高考锦囊[话题]#﻿ ﻿#备考锦囊[话题]#﻿ ﻿#高考[话题]#﻿ ﻿#小红书高校YOUNG计划[话题]#﻿ @校园薯﻿,68,24,4,1,2025-04-22 10:30:11,党政类
68068015000000001c0291db,ABmEIjRP1NmTsDjZC3Xg_muTdFhrH0HpNt9J4wV2-FiKI=,video,世界地球日 北大在行动,在世界地球日，看北大如何践行绿色发展！从节水节能到可再生资源利用，从生态实践到文明宣教，北大正在行动。地球只有一个，让我们携手共筑绿色未来！ 视频制作：陶欣 ﻿#北京大学[话题]#﻿ ﻿#北大[话题]#﻿ ﻿#世界地球日[话题]#﻿ ﻿#小红书高校YOUNG计划[话题]#﻿ @校园薯﻿,124,14,2,3,2025-04-22 08:31:02,学生生活类
6805edd3000000001c0025f0,ABgqjnSHqS6GJ7NgrToNcNCffb83_FH5QiYhMkgTUoY3Q=,video,一年一度的北京大学校园开放日如约而至~,本次开放日活动主要包括招生宣讲会、开放日集中咨询、校园参观和图书馆、博物馆及院系实验室的深度体验，让参与者全方位多角度地了解北大、沉浸式地体验北大。 精彩现场，一起来看看吧！ ﻿#校园开放日[话题]#﻿ ﻿#北京大学[话题]#﻿ ﻿#北京大学校园开放日[话题]#﻿ ﻿#北大[话题]#﻿ ﻿#小红书高校YOUNG计划[话题]#﻿ ﻿@校园薯﻿,300,21,31,12,2025-04-21 15:03:47,学生生活类
6805b91e000000001b03ce21,ABgqjnSHqS6GJ7NgrToNcNCVywp7QDbG2rncOLc6vn34E=,video,当文字遇到北大，会产生怎样的神奇效果？！,视频制作：王小虎爱吃鱼 ﻿#北京大学[话题]#﻿ ﻿#北大[话题]#﻿ ﻿#汉字[话题]#﻿ ﻿#风景[话题]#﻿ ﻿#先出发再说[话题]#﻿ ﻿@校园薯﻿,538,64,29,18,2025-04-21 11:18:54,学生生活类
