note_id,xsec_token,type,title,content,like_count,collect_count,share_count,comment_count,publish_time,category
6809b43e000000001200e537,ABg52pSjrrcSstWWzkzvUXW6TKLQPcrYwvWamyVh_CLXM=,video,校友伉俪捐赠10亿，成立复旦学敏高等研究院,🌟#复旦大学建校120周年[话题]# 来临之际，#材料系[话题]# #高分子[话题]# 专业1985级校友李平、#历史学[话题]# 系1986级校友廖梅夫妇决定为母校一次性捐赠10亿人民币，支持建设复旦大学学敏高等研究院。 	 🌟“我们觉得中国已经到了这个阶段——可以在#自然科学[话题]# 、#基础学科[话题]# 领域，为全人类、全世界做一些贡献。”李平、廖梅夫妇期待研究院以全球最顶尖的科研机构为目标，学习借鉴先进经验，同时积极探索创新，走出一条具有中国特色的自然科学创新发展之路。 	 🌟「学敏」这一名称，蕴含着深刻的文化内涵与学术期许。李平、廖梅夫妇在阐释其寓意时指出：“学者，治学之道；敏者，兼具勤勉与敏锐”。双重意蕴，期待复旦人秉持严谨求实的治学态度、保持敏锐的学术洞察力，站在科技发展的最前沿。 	 🌟学敏高等研究院定位为世界顶尖的自然科学领域高水平基础研究和交叉研究机构，以交叉性、前沿性、国际化为建设宗旨，致力成为世界顶尖的科技创新策源地，为国家高水平科技自立自强、建设世界科技强国，贡献复旦力量。 	 🌟学敏高等研究院面向全球招募#博士[话题]# 毕业5年以内、国际最顶尖的青年科学家，支持青年科学家开展原创突破性、技术革命性和具有深远影响力的研究工作，努力作出颠覆传统认知、解决重大难题或创建新学科范式的研究成果，推动社会跨越式发展。 	 #复旦大学[话题]# #定格卓越而有趣的复旦[话题]# #校庆[话题]# #科学家[话题]# #高校[话题]# #小红书高校YOUNG计划[话题]#  @校园薯,123,8,12,5,2025-04-24 11:47:10,学生生活类
6809902f0000000007034093,ABg52pSjrrcSstWWzkzvUXW4iDDghcttz2pbVKWmAh7K8=,video,沉浸式体验在复旦读书的一天📚,春日正是读书天 #世界读书日[话题]# ，快跟随🥚一起书海漫游✨ 视频：石译 	 #复旦大学[话题]# #大学生活[话题]# #大学生校园[话题]# #读书[话题]# #复旦人类观察日记[话题]# #图书馆[话题]# #我镜头里的校园[话题]# #沉淀式体验[话题]# #vlog[话题]# #阅读好去处[话题]#  #读书的氛围感有多强[话题]# #阅读[话题]# #小红书游学团[话题]# #我的复旦校园生活[话题]# @校园薯,170,19,12,12,2025-04-24 09:13:19,学生生活类
6808aeb9000000000f03bd50,ABcxVis48BhABE4NrM1-MIkHS8oDsIAPoCFkWjp2sgGZI=,video,来吃！同济大厨空降复旦食堂🍗🥗🥘,本帮匠心×川渝热辣 🔥 4.22-4.24限时3天，#干饭人[话题]# 速冲😋 	 👉🏻 川味菜华丽登场！ 🌶️ 水煮肉片、麻辣黄牛肉、招牌水煮鱼…辣到嘶哈嘶哈但停不下筷子 🔥 金针菇肥牛+水煮小酥肉！建议搭配3碗米饭🍚 	 👉🏻 自选菜惊艳亮相！ 🍗 糖醋小排+咸蛋黄中翅＝甜咸永动机！ 🍤 油爆虾+杭椒牛柳，本帮菜爱好者狂喜！ 🍖 粉蒸肉+酱鸭腿，肉食动物的狂欢盛宴！ 	 左手执手术刀解剖疑难，右手握勺也能品人间烟火🥘 实验室里的严谨，舌尖上的治愈—— 同济大厨跨界坐镇，用美味为医学生的日夜续航🥰 	 谁说医学只有白大褂🥼和试剂瓶？ 食堂烟火气，才是青春的最佳注脚💫 	 快拉上小伙伴一起品尝吧～ 	 来源：总务处、医学宣传部 视频：高云洁、陆金玮 	 #复旦大学[话题]# #小红书高校YOUNG计划[话题]# #定格卓越而有趣的复旦[话题]# #美食嘉年华[话题]# #同济大学[话题]# #高校食堂[话题]# #地球村食评人大赛[话题]# #食堂[话题]# #用美食为高考加油[话题]##复旦上医[话题]# #复旦大学上海医学院[话题]#  @校园薯 @吃货薯,58,7,47,10,2025-04-23 17:11:21,节庆美食类
68087371000000000b0157da,ABcxVis48BhABE4NrM1-MIkGF0mkB0jAuNAqWa51Q2N-A=,video,在春日的校史雅集，邂逅复旦百廿风华！,来源：党委学生工作部 视频：杨勇 	 #复旦大学[话题]# #小红书高校YOUNG计划[话题]# #定格卓越而有趣的复旦[话题]# #复旦文化校历[话题]# #校史[话题]##传统文化[话题]# #非遗[话题]# #复旦大学120周年[话题]#  #雅集[话题]# #小红书游学团[话题]# @校园薯 @人文薯,62,6,6,3,2025-04-23 12:58:25,学生生活类
680737d2000000001200dc41,ABuz7rk51ARxA9YcXnpIu4GPBYYKJX6S2lNJj8b5XvVVE=,normal,干饭人集合，复旦食堂新品大测评！,这学期复旦食堂 上新了一大波新品！ 	 🍚从擂椒拌饭到瓦罐汤 🍲从港式牛杂煲到爆炒牛肉锅 🥗从清爽越南河粉到时髦Brunch…… 	 快跟着🥚一起打卡测评～ 	 图文制作：@浔也 📸：徐沁芃、李佳颖、冯奕涵、文艺燕、蒋亚倩、兰景茜、李婉菲、胡新鹏、韩佳珉、谢鑫、王韵歆、佟铭洋、复旦总务 	 #复旦大学[话题]# #小红书高校YOUNG计划[话题]# #定格卓越而有趣的复旦[话题]# #大学食堂[话题]# #在学校也要好好吃饭[话题]# #干饭人食堂[话题]# #校园里的美食[话题]# #干饭人的日常[话题]# #校园薯[话题]#  #地球村食评人大赛[话题]#,74,48,63,24,2025-04-22 17:02:05,学生生活类
6806fb73000000001201f28c,ABmEIjRP1NmTsDjZC3Xg_muR9btq4khrLLGfWRVq1UikU=,video,来看复旦强基学子的成长之路🙌,复旦大学2025年#强基计划[话题]# 招生简章已发布 想要了解复旦强基学子的成长之路 快来点击视频一起解锁👀 视频：李玲 	 #复旦大学[话题]# #小红书高校YOUNG计划[话题]# #定格卓越而有趣的复旦[话题]# #强基[话题]# #国自然[话题]# #本研融通[话题]# #保研[话题]##高考[话题]# #高考加油[话题]# #小红书游学团[话题]# @校园薯,53,4,17,2,2025-04-22 10:14:11,招生类
68062589000000000f032f93,ABmEIjRP1NmTsDjZC3Xg_muc95FxKeKhxSa1pk3csOGB0=,video,GoGoGo，出发喽！🏃‍♀️🏃,两眼一睁就是期中季🥱 复旦人精神状态be like😇😅😴 赶ddl的同时 也别忘来光草躺躺吹吹风🌱🥰 	 五一假期，近在眼前 跨过期中季 让我们一起向着美好继续进发🥳 	 文案、视频：陈灵欣 朗诵：杨源 #复旦大学[话题]# #小红书高校YOUNG计划[话题]# #定格卓越而有趣的复旦[话题]# #gogogo出发喽[话题]# #期中[话题]# #超级英雄[话题]##大学生精神状态[话题]# #准备好了就出发[话题]# #诗朗诵[话题]#  #小红书春天舞会[话题]#  #先出发再说[话题]# @校园薯,6344,801,554,377,2025-04-21 19:01:29,学生生活类
680486d2000000000900f4c7,ABaTofva7FBByOYrBjXLrKt65jvJhl_ekY8n7muyy1lZg=,video,从谷歌辞职回国创业，他在AI深瞳里寻找微光,2003年从#复旦大学[话题]# 本硕毕业后，赵勇用一个十年留美攻读AI专业博士，毕业后入职#谷歌[话题]# 研究院，成为谷歌眼镜的核心研发成员。第二个十年，他毅然辞职回国创立了格灵深瞳，用十年时间成为国内第一家在A股上市的#AI[话题]# 企业。 	 他说：“我觉得复旦尤其3108教室是改变我人生最重要的第一个窗口，在这里我看到了世界。” 视频：杨勇、戚心茹 	 #我的学校名片[话题]# #人工智能[话题]#  #小红书高校YOUNG计划[话题]# #定格卓越而有趣的复旦[话题]# #AI[话题]# #复旦3108[话题]# #选择复旦成就未来[话题]# #访谈[话题]# #复旦大学生活[话题]# #小红书游学团[话题]# @校园薯,51,8,12,3,2025-04-20 13:32:02,科技类
68033843000000001d003ef4,ABh6Vxfj0kWqE6bm0FdjuZ_y35oMeuUCshEoxwdF3BN2M=,video,人，期中辛苦啦😼 ,跟旦猫一起晒晒太阳吧~😽 	 摄影：欧思逸、何雨溪、缪一鸣、兰景茜、李佳颖、李金芮、徐沁芃、金昭佑 剪辑：周蕊 ﻿#复旦大学[话题]#﻿ ﻿#小红书高校YOUNG计划[话题]#﻿ ﻿#猫咪日常[话题]#﻿ ﻿#灵感菇[话题]#﻿ ﻿#猫[话题]#﻿#旦猫[话题]# @校园薯 @宠物薯 #精神状态佳[话题]#,291,22,19,26,2025-04-19 19:01:58,美景照片类
68020567000000000f038be5,ABTIPrhIMFFqABhO2MzF4JLqflsHK-hCz5SA-ey2clA2Q=,video,复旦上医人的「宝藏学习地」长什么样？,#医学生的期中仪式感[话题]# 	 教科书堆成小山⛰️解剖图谱铺满桌面 咖啡杯沿结着努力的证据☕指尖划过历年真题 在枫林校区，连走廊都飘着求知欲—— 	 「实验室隔壁啃系解」🧠知识点拆解成细胞级精度 「24h自习室刷夜车」🌙月光和台灯照亮医路 「窗边发呆位背药理」🌸玉兰树下默念希波克拉底誓言 	 自律是未来握住手术刀的底气 没有日复一日的深耕 哪来柳叶刀尖的游刃有余？ #高考倒计时50天[话题]# 🏥想解锁医学殿堂的隐藏学习区吗？ 戳视频get同款学霸视角👉🏻 ✨在复旦上医，每个角落都有故事等你续写 	 💬备考人请举手：你的专属学习基地在哪里？ 	 来源 ：医学宣传部 视频 ：马楚涵、徐天乐 	 #复旦大学[话题]# #小红书高校YOUNG计划[话题]# #定格卓越而有趣的复旦[话题]# #复旦上医[话题]# #医学生的日常[话题]# #医学生学习[话题]#  #高考加油[话题]# #旦愿你来[话题]# #想学医来上医[话题]# #复旦大学上海医学院[话题]# #自习室[话题]# @校园薯,111,19,8,6,2025-04-18 20:02:56,学生生活类
68020828000000000b02cb33,ABTIPrhIMFFqABhO2MzF4JLhnUYDTWnb2Mxh4VkyPSGX0=,video,听王长田在复旦聊「哪吒」🎬,“哪吒”背后的男人回母校，和复旦学子聊了啥？👀 听王长田在复旦聊《哪吒》的前世今生→ 视频：吴尧清、卢婉婷、戚心茹 	 #王长田[话题]# #定格卓越而有趣的复旦[话题]# #访谈[话题]# #国漫[话题]# #饺子[话题]# #光线传媒[话题]# #复旦大学[话题]# #小红书高校YOUNG计划[话题]#  #哪吒之魔童闹海[话题]# #复旦新闻[话题]##敖丙[话题]#  @校园薯 @人文薯,522,92,44,19,2025-04-18 16:07:04,学生生活类
6801f317000000001201de80,ABsVhUgDfdYToWajfm1K6ll5Xn3g-ACXA5nktyia_CSGA=,video,来听复旦楼宇歌王争霸赛现场🎙,4月17日晚，复旦大学楼宇歌王争霸赛决赛在相辉堂北堂唱响！ 一起感受青春的旋律！ 视频：戚心茹、廖恒 	 #复旦大学[话题]# #小红书高校YOUNG计划[话题]# #定格卓越而有趣的复旦[话题]# @校园薯#哪里都是舞台[话题]# #感受舞台的魅力[话题]# #演出现场[话题]#,113,8,8,1,2025-04-18 14:37:11,学生生活类
68006af3000000000f033ec3,ABtyhlVBzqBTcTvRutkjCo3ODjs5sDEzTepHEmcXdHj_w=,video,复旦亚纳秒级闪存技术登Nature,时隔2️⃣周 继二维半导体芯片之后 #复旦大学[话题]# #集成电路[话题]# 领域再获关键突破！ 	 🌟复旦大学集成芯片与系统全国重点实验室、芯片与系统前沿技术研究院周鹏-刘春森团队 	 🛎通过构建准二维泊松模型在理论上 预测了超注入现象 打破了现有#存储[话题]# 速度的理论极限 	 📋研制「破晓（PoX）」#皮秒[话题]# #闪存器件[话题]# 其擦写速度可提升至亚1纳秒（400皮秒） 相当于每秒可执行25亿次操作 是迄今为止世界上最快的#半导体[话题]# #电荷[话题]# 存储技术 	 📥相关成果以《亚纳秒超注入闪存》（Subnanosecond flash memory enabled by 2D-enhanced hot-carrier injection）为题 于北京时间4月16日晚间 在《#自然[话题]# 》（#nature[话题]# ）期刊上发表 	 视频：韩佳珉 戚心茹 	 #小红书高校YOUNG计划[话题]# #高校研发科技[话题]# #复旦科研成果速递[话题]# #小红书游学团[话题]# #定格卓越而有趣的复旦[话题]# #科研[话题]# @校园薯 @科技薯,47,8,8,2,2025-04-17 10:44:04,科技类
67fe28c7000000000900c857,ABvzBdA5ITX9dhm5Yp6idBhmOXnhMznwe-wmq1855XIl0=,normal,晚上吃什么｜上理工风味进复旦啦！🦀,和风熙日，珍馐毕集 上理工大厨进复旦啦！🧑‍🍳 	 🥒4.15-4.17🍗 功夫蟹皇、上理红烧肉等风味菜品 将在旦苑食堂一楼午、晚餐供应 	 同一时间段，在上理工食堂也能品尝到 复旦厨师带来的 糖醋小排、本帮爆鱼、沙姜蒸鸡等美食🍖🍤 	 速度吃到的uu来评论区发你的打卡吧😋 	 来源：复旦总务 	 #地球村食评人大赛[话题]# #复旦大学[话题]# #小红书高校YOUNG计划[话题]# #定格卓越而有趣的复旦[话题]# #大学食堂[话题]# #把大学食堂吃个遍[话题]# #校园里的美食[话题]# #上海理工大学[话题]# #学校食堂[话题]# #食堂打卡[话题]# @校园薯 @吃货薯,126,10,351,74,2025-04-15 17:37:11,节庆美食类
67fdfe24000000000f0394a4,ABnLeVHfr3mRv0ggmd68K04ncl8isfudmCdFqlWYzhwCA=,video,在复旦，每个兴趣都能找到生长的土壤🌱,一起来看看「腾飞计划」学子们在复旦的N种生长。 视频：杨勇、石译、喻诗文、吴尧清、戚心茹 	 #复旦大学[话题]# #小红书高校YOUNG计划[话题]# #定格卓越而有趣的复旦[话题]# #腾飞计划[话题]# #旦愿你来[话题]# #高考[话题]# #高考加油[话题]# #我在复旦等你[话题]# #选择复旦成就未来[话题]##小红书游学团[话题]#  @校园薯,52,7,7,1,2025-04-15 14:35:16,学生生活类
67fcf0c400000000070374a3,ABZSXovurBgj0DW89FGbyUDJPO4cDob_EgmUU5UUd-2XU=,video,让我们换个方式打开复旦,#杀死比尔[话题]# #杀死比尔转场[话题]# #转场[话题]# #复旦大学[话题]# #定格卓越而有趣的复旦[话题]# #昆汀美学[话题]# #换个角度看复旦[话题]# #我的梦中情校[话题]# #我镜头里的校园[话题]# #梦想中的大学[话题]# #别人的大学[话题]# #小红书游学团[话题]# #生活走读生[话题]# #交换春天[话题]# @校园薯 @摄影薯 @人文薯 视频：姜煜青,334,46,30,15,2025-04-14 19:25:56,学生生活类
67fb2739000000001201c1c9,ABnNelTUumeIs_TTVwNkT-_1ozbxMkbRMXp83HFAaloYY=,video,猫猫我呀被偷拍了！ ,抓住春天的尾巴 完成一个奇妙的涂鸦 在评论区给🥚康康你的创意！ 	 摄影：姜煜青、梁菀茹、郑殷、郜俊田、何雨溪 视频：何雨溪 	 #复旦大学[话题]#  #小红书高校YOUNG计划[话题]#  #定格卓越而有趣的复旦[话题]# #没有小猫这个地球怎么转[话题]# #校园摄影[话题]# #记录美好[话题]# #春天[话题]# #一种很新的拍照方式[话题]# #涂鸦[话题]#  @校园薯,361,38,24,17,2025-04-13 17:01:37,美景照片类
67f6252f000000000f03a0dc,ABIw107vv207evyS2LgrQ2dv4mia1CZmoykoIYolxlH5g=,normal,你也闻到复旦紫藤萝的香气了吧～,紫藤萝簇簇流淌在花架 为校园增添一分淡雅 “藤花紫蒙茸，藤叶青扶疏。” 趁春光美好，共赴一场复旦紫藤花之约吧~[派对R] 	 摄影、制图：苏畅 	 #交换春天[话题]# #一键播放春天[话题]# #复旦大学[话题]# #小红书高校YOUNG计划[话题]# #定格卓越而有趣的复旦[话题]# #紫藤花开的季节[话题]# #紫藤花[话题]# #人间绝绝紫[话题]# #抚琴紫藤花[话题]# @校园薯 @摄影薯,145,18,12,17,2025-04-12 09:01:10,美景照片类
67f8d47a000000001200f111,AB6UIV4USJeO7YiYcVh1eJqCee2TJ729QsZRmM42Qwv60=,video,我们造了一个MC版复旦，无瑕不出！,🎇在方块世界当复旦人是什么体验？ 💡来自复旦大学基岩社的同学们，耗时三年打造出真实还原的邯郸校区，用这个视频告诉你真实答案！ 	 ❗在这里你甚至可以尝试—— 用鞘翅滑翔穿越三教 在像素相辉堂邂逅浪漫值+999的奇迹日落 欣赏烟花星雨下的光华楼 ❤一起来像素世界里搭建你的复旦印象吧！ 	 来源：复旦基岩社 	 ﻿#小红书高校YOUNG计划[话题]#﻿ ﻿#复旦大学[话题]#﻿ ﻿#定格卓越而有趣的复旦[话题]#﻿ ﻿#MC[话题]#﻿ ﻿#Minecraft[话题]#﻿ ﻿@校园薯﻿ ﻿#我的世界建筑[话题]#﻿ ﻿#小红书游学团[话题]#﻿,1568,269,443,174,2025-04-11 18:01:42,学生生活类
67f888800000000009017164,AB6UIV4USJeO7YiYcVh1eJqBILCA46u5CXrNj7QvYNwaw=,video,复旦里的圆除了校徽还有啥？,⭕一个圆，N种可能！ 在复旦，每个学科都藏着关于「圆」的奇妙脑洞！ 	 💬 你专业里还有哪些有意思的“圆”？ 	 📸：李婉菲  李金芮  周蕊  欧思逸 剪辑：欧思逸 #复旦大学[话题]# #小红书高校YOUNG计划[话题]# #定格卓越而有趣的复旦[话题]#  #圆[话题]#,272,30,11,6,2025-04-11 13:30:10,学生生活类
67f79120000000001c02c787,ABxj5w4DgKLFsy5-zFULBGudh-R1EnIR0jpWOcsxoHsZE=,video,樱花树下，旦的春天在读书📚,一窗春色送给你💐 	 视频：喻诗文、吴尧清 书法：何允 ﻿#复旦大学[话题]#﻿ ﻿#小红书高校YOUNG计划[话题]#﻿ ﻿#书法[话题]#﻿ ﻿#樱花[话题]#﻿ ﻿#交换春天[话题]#﻿ ﻿#校园风景[话题]#﻿ ﻿@校园薯﻿,93,6,9,12,2025-04-10 19:31:06,学生生活类
67f685c9000000001d024af8,ABIw107vv207evyS2LgrQ2di_mQBaSq0qipRr1wGheJkw=,video,🔥高能量复旦人的一天🔥,“早八冲刺”“脑力马拉松”“碳水狂欢”“ddl绝地求生”…… 复旦er燃烧卡路里的全天实录！ 	 你最近的什么高能量时刻是什么？ 欢迎在评论区分享，一起接力冲刺🥰 	 拍摄：陈灵欣 兰景茜 郑殷 欧思逸 剪辑&文案：欧思逸 陈灵欣 	 #高能量vlog[话题]# ﻿#复旦大学[话题]#﻿  ﻿#小红书高校YOUNG计划[话题]#﻿  ﻿#复旦人类观察日记[话题]#﻿  ﻿#高能量[话题]# #校园生活[话题]#﻿  ﻿#早八[话题]#﻿  ﻿#高校课堂[话题]#﻿  ﻿#ddl选手[话题]#﻿  ﻿#高校食堂[话题]#﻿ ﻿@校园薯﻿,337,30,21,6,2025-04-10 09:30:12,运动健康类
67f641e5000000000b01ff2b,ABIw107vv207evyS2LgrQ2dvbxTnFgAgnMxJJ6fbn6Et8=,video,有这么绝美的牡丹来到复旦！,请记得快来江湾校区赏花～ 	 🌱春风和煦 2️⃣5️⃣个品种、1200株牡丹 带着山东省复旦大学#校友会[话题]# 的美好祝愿 从#山东菏泽[话题]# 启程 	 🌟跨越800里 来到@复旦江湾  校区 绽放在牡丹园中～ 	 🥰花瓣如锦缎层层舒展 朵朵都是校友对百廿复旦的祝福 	 📸如果你也想要来打卡拍照 请认准： 📍复旦大学江湾校区校友林靠近圆形草坪一侧 	 视频：王彦懿、寸菲 	 #小红书春日特派员[话题]# #复旦大学[话题]# #小红书高校YOUNG计划[话题]# #定格卓越而有趣的复旦[话题]# #牡丹[话题]# #看牡丹盛放才知国色天香[话题]# #人间四月牡丹开[话题]# #赏花[话题]##交换春天[话题]##听说双击会触发花花特效[话题]#   @校园薯 @摄影薯,57,4,21,7,2025-04-09 17:46:13,美景照片类
67f5efad000000001c030978,AB1GXhe7gMbITMz2yTGiG5_C4nLgHKAQLVCr0h7_avnVQ=,normal,速吃！上财大厨进复旦啦🍜,人间四月天，邂逅春日鲜 上财食堂进复旦啦！ 🍜4.8-4.11🍝 烩面和焖面将在北区食堂和江湾北食堂刷新 速度吃到的uu来评论区发你的打卡吧😋 	 来源：复旦总务 ﻿#复旦大学[话题]#﻿ ﻿#小红书高校YOUNG计划[话题]#﻿﻿#心头好美食拯救计划[话题]#﻿ ﻿#食堂[话题]#﻿ ﻿#上海财经大学[话题]#﻿ ﻿#烩面[话题]#﻿ ﻿#烩面[话题]#﻿ ﻿#高校食堂[话题]#﻿ ﻿@校园薯﻿,193,42,735,449,2025-04-09 11:55:25,节庆美食类
