note_id,xsec_token,type,title,content,like_count,collect_count,share_count,comment_count,publish_time
6805972c000000001c006257,ABgqjnSHqS6GJ7NgrToNcNCdyvRpgYMMOekdSFykP9iy4=,video,微短剧《九零年代交大来信》最终集！,由上海交通大学短视频工作室学生团队原创的 校园微短剧《九零年代交大来信》 第4集（最终集）上线！ 	 陈帆和林夏两人 在“饮水思源”碑前“相遇” 不同时代的画面交织在一起 他们都在寻找着同一个答案…… ﻿#你好交大[话题]#﻿ ﻿#上海交通大学[话题]#﻿ ﻿#九零年代[话题]#﻿ ﻿#九零年代交大来信[话题]#﻿ ﻿#微短剧[话题]#﻿ ﻿#创意微短剧[话题]#﻿ ﻿@薯队长﻿ ﻿@校园薯﻿,48,2,11,1,2025-04-22 09:54:00
68059685000000001d003878,ABgqjnSHqS6GJ7NgrToNcNCRTwDaxEf9Jze0LADeb93ok=,video,九零年代交大来信（03）：寻找答案之路,由上海交通大学短视频工作室学生团队原创的 校园微短剧《九零年代交大来信》 第3集上线！ 在交大校园里 陈帆穿梭于理工科实验室 林夏漫步在设计学院展览区 他们是否会相遇呢？ 	 ﻿#你好交大[话题]#﻿ ﻿#上海交通大学[话题]#﻿ ﻿#九零年代[话题]#﻿ ﻿#九零年代交大来信[话题]#﻿ ﻿#微短剧[话题]#﻿ ﻿#创意微短剧[话题]#﻿ ﻿@薯队长﻿ ﻿@校园薯﻿,56,4,4,3,2025-04-21 16:51:01
680593a6000000001d0031d0,ABgqjnSHqS6GJ7NgrToNcNCZEvFCjheUg2YF67PtPSW1w=,video,你有这么高速运转的机器进入交大……,当然是在 上海交通大学AI周创意集市！ 4月20日（周日） 徐汇校区郑坚固体育场 大量AI技术成果与展示项目 亮相AI创意集市 集中呈现AI在众多领域的创新应用 提供现场互动体验 实体演示、观众互动一应俱全 ﻿#你好交大[话题]#﻿ ﻿#上海交通大学[话题]#﻿ ﻿#AI[话题]#﻿ ﻿#AI展[话题]#﻿ ﻿#人工智能[话题]#﻿ ﻿@薯队长﻿ ﻿@校园薯﻿﻿,30,1,4,1,2025-04-21 08:39:02
68050b03000000001c01f4f7,ABgqjnSHqS6GJ7NgrToNcNCWg40E0opno0YFFiOUONmiI=,video,今天，交大开启AI周！！,今天，交大开启AI周｜丁奎岭校长谈人工智能发展和人才培养模式➡ 	 ﻿#你好交大[话题]#﻿ ﻿#上海交通大学[话题]#﻿ ﻿#AI[话题]#﻿ ﻿#AI周[话题]#﻿ ﻿#人工智能[话题]#﻿ ﻿@薯队长﻿ ﻿@校园薯﻿,45,7,7,4,2025-04-20 22:56:03
680350d3000000001c035b2a,ABh6Vxfj0kWqE6bm0FdjuZ_xNoNoCQLQXFZGGaKmV5C9U=,video,九零年代交大来信2：藏在信里的纠结,未来的交大人，你们还停电吗？ 由上海交通大学短视频工作室学生团队原创的 校园微短剧《九零年代交大来信》 第2集上线！ 不同年代的陈帆和林夏，同样面临关于未来的纠结…… 该剧以1991年与2025年双时空对话形式 通过一封尘封四十年的书信 串联起两代交大学子关于学术选择与人生价值的思考 这也开启了高校自主创作微短剧的新尝试 ﻿#你好交大[话题]#﻿ ﻿#上海交通大学[话题]#﻿ ﻿#短视频[话题]#﻿ ﻿#微短剧全解析[话题]#﻿ ﻿#短视频拍摄[话题]#﻿ ﻿#剧情[话题]#﻿ ﻿@薯队长﻿ ﻿@校园薯﻿﻿,48,4,1,3,2025-04-19 15:29:23
6801ffdd000000001d022678,ABsVhUgDfdYToWajfm1K6ll0WVprCS_kUuJ_KBhiWp038=,video,未来的交大人，你们还停电吗？,由上海交通大学短视频工作室学生团队原创的 校园微短剧《九零年代交大来信》 第一集上线！ 	 该剧以1991年与2025年双时空对话形式 通过一封尘封四十年的书信 串联起两代交大学子关于学术选择与人生价值的思考 这也开启了高校自主创作微短剧的新尝试 	 ﻿#你好交大[话题]#﻿ ﻿#上海交通大学[话题]#﻿ ﻿#短视频[话题]#﻿ ﻿#微短剧[话题]#﻿ ﻿#短视频拍摄[话题]#﻿ ﻿#微短剧项目[话题]#﻿ ﻿#剧情[话题]#﻿ ﻿@薯队长﻿ ﻿@校园薯﻿,69,3,8,7,2025-04-18 15:31:41
680064bd000000001e001a72,ABtyhlVBzqBTcTvRutkjCo3PljGvxmnE5sJTDIk41lNTs=,normal,定了！钱学森图书馆，即将恢复开放！,春暖花开，重装归来 上海交通大学钱学森图书馆 升级改造工程已完成 即将以全新姿态精彩亮相 4月18日（周五） 启动试运行 5月1日（周四） 恢复全面开放 	 2024年5月 钱学森图书馆入选国家一级博物馆 此次改造工程 对展览内容、形式设计及技术应用 进行了全方位的创新与提升 突出具有更高陈列价值的亮点展品 提升观赏性、教育性、互动性和感染力 让“人民科学家钱学森”这一社会形象 深扎公众心中 ﻿#你好交大[话题]#﻿ ﻿#上海交通大学[话题]#﻿ ﻿#博物馆[话题]#﻿ ﻿#设计[话题]#﻿ ﻿#展览[话题]#﻿ ﻿#值得一去的博物馆[话题]#﻿ ﻿#钱学森图书馆[话题]#﻿ ﻿@薯队长﻿ ﻿@校园薯﻿,124,13,26,10,2025-04-17 10:17:33
67fbae92000000001202e997,ABnNelTUumeIs_TTVwNkT-_xg3T7mFZXolu2BKil044uM=,normal,看照片猜地点-交大篇！,快来猜一猜交大校园景色取景地！ 欢迎uu们在评论区留下照片的拍摄地/拍摄内容~ #上海交通大学[话题]#  #你好交大[话题]# #大学生活[话题]# #校园景色[话题]# #互动[话题]# @薯队长 @校园薯,48,4,4,12,2025-04-14 11:40:03
67fc7c9a000000001d005175,ABZSXovurBgj0DW89FGbyUDMuQ4E6XgmEAA2qG2Rnr-mI=,normal,“海派·承载”主题联展开幕！,交大设计﻿@交大设计学院﻿ x 徐家汇书院 「徐家汇书院」与「设计大楼」双展区联动 展览以建筑为媒 二者共同演绎海派文化的传承与创新 	 徐家汇书院展区聚焦历史文脉， 在这里，「建筑」可作为一个「展品」 再现建筑及其承载的百年“摩登都市”生活 	 设计大楼展区呈现现代转译 在这里，也可作为一个「展场」 上海交通大学设计大楼 是持续融合并创新海派文化的实验场 	 【展览信息】 “海派·承载”主题联展 	 01 “往昔｜Art Deco 建筑”展区 展览地点：徐家汇书院中庭 展览时间：2025年4月1日—5月5日 	 02 “再现｜交大设计大楼”展区 展览地点：上海交通大学设计大楼画廊 展览时间：2025年4月6日—4月18日 	 【展览组织架构】 主办单位 | 上海交通大学设计学院 联合主办 | 徐家汇书院 指导单位 | 上海市徐汇区文化和旅游局，上海交通大学党委宣传部、校友总会办公室 	 ﻿#你好交大[话题]#﻿ ﻿#上海交通大学[话题]#﻿ ﻿#建筑设计[话题]#﻿ ﻿#设计[话题]#﻿ ﻿#展示设计[话题]#﻿ ﻿#交大设计[话题]#﻿ ﻿#交大设计学院[话题]#﻿ ﻿#徐家汇书院[话题]#﻿ ﻿#海派承载主题联展[话题]#﻿ ﻿@薯队长﻿ ﻿@校园薯﻿,43,17,10,2,2025-04-14 11:10:18
67fb2f88000000001c002e52,ABnNelTUumeIs_TTVwNkT-_7ZH2WeAyqqXPDH3QnIxeyI=,video,贵州村超在交大！ ,足球为媒·山海同心——贵州“村超”走进上海交大暨贵州民族文化展举行 ﻿#你好交大[话题]#﻿ ﻿#上海交通大学[话题]#﻿ ﻿#村超[话题]#﻿ ﻿#贵州村超[话题]#﻿ ﻿@薯队长﻿ ﻿@校园薯﻿,75,1,19,6,2025-04-13 11:29:12
67fa6264000000001c008017,ABSKkdSZIM6umKEfzVanUyA32PGVZgs_OcP0C4wSb62S8=,normal,今天，贵州村超的风，吹进了上海交大！,跨越“黔”山万水 贵州村超的风 吹进了上海交大！ 	 今天（4月12日） 上海交通大学胡法光体育场 贵州榕江大利侗寨足球队 与交大校队足球友谊赛火热开赛 贵州民族文化展火热开幕 贵州非遗、榕江特产 和“村超”一起来到交大 让这场跨越山海的球赛 变成了“足”够精彩的文化联欢 （南洋通讯社） 	 ﻿#你好交大[话题]#﻿ ﻿#上海交通大学[话题]#﻿ ﻿#村超[话题]#﻿ ﻿#贵州村超[话题]#﻿ ﻿#榕江[话题]#﻿ ﻿#榕江村超[话题]#﻿ ﻿@薯队长﻿ ﻿@校园薯﻿,88,3,9,5,2025-04-12 20:53:57
67f7bc09000000001c013dd2,ABxj5w4DgKLFsy5-zFULBGuRKlHexrc-3jxvmckt3jC3k=,normal,🌸春日歌单｜SJTU向你发出了听歌邀请,又到了适合听歌晒太阳的季节🌅 交交拿出私藏已久的春日歌单🎶 🎧ᐅ II||II||II||II 和交交一起收听24 °C春光吧！ 	 此刻望向窗外的你， 耳机里又在播放什么歌呢？🤔 不要吝啬，分享给交交听吧！🎵 	 图片来源：@Rick #一键播放春天[话题]# #上海交通大学[话题]# #你好交大[话题]# #我的宝藏歌单[话题]# #分享音乐[话题]# #好音乐为春天暖场[话题]# #晒出我的歌单[话题]# @薯队长 @校园薯,52,11,15,4,2025-04-11 12:03:50
67f79b53000000001c0285eb,ABxj5w4DgKLFsy5-zFULBGuX5FbRg6KWSzjuTGxntkXrE=,video,@贵州村超：我们在交大等你！,上海交大足球队@ 贵州村超：我们在交大等你！ 	 ﻿#你好交大[话题]#﻿ ﻿#村超[话题]#﻿ ﻿#上海交通大学[话题]#﻿ ﻿#贵州村超[话题]#﻿ ﻿#球类运动日常[话题]#﻿ ﻿@薯队长﻿ ﻿@校园薯﻿,74,6,4,11,2025-04-10 18:20:03
67f75111000000001200d8e2,ABxj5w4DgKLFsy5-zFULBGufcYONrJUKThnknI-cE-yj8=,normal,@贵州村超，我们在上海交大等你！,还记得一年前的那次绿茵约定吗？ 2024年1月18日 上海交大师生足球队 受到贵州村超邀请 跨越山海 千里赴约 与榕江一中师生足球队进行友谊赛 	 时隔一年 接力棒交到了交大手中 @贵州村超 我们在上海交大等你 2025年4月12日 是时候来感受交大师生的足球热情 完成这场双向奔赴的足球之约！ ﻿#你好交大[话题]#﻿ ﻿#上海交通大学[话题]#﻿ ﻿#贵州村超[话题]#﻿ ﻿#村超[话题]#﻿ ﻿#球类运动日常[话题]#﻿ ﻿@薯队长﻿ ﻿@校园薯﻿,42,4,13,3,2025-04-10 16:03:02
67f7503e0000000007035f85,ABxj5w4DgKLFsy5-zFULBGucOB-NwxW6BJpW0lhHhBmvw=,video,我在交大，迎接国旗！,﻿#你好交大[话题]#﻿ ﻿#上海交通大学[话题]#﻿ ﻿#礼物[话题]#﻿ ﻿#国旗[话题]#﻿ ﻿@薯队长﻿ ﻿@校园薯﻿,536,39,18,16,2025-04-10 12:59:42
67f51246000000001c029571,AB1GXhe7gMbITMz2yTGiG5_PT7_B3oOcpfLeoQW2ULzIo=,video,期待春日里第一场舞蹈之约！,上海交通大学2025学生舞蹈团专场 4月13日19:00菁菁堂 期待与您相遇 详情关注“上海交通大学学生艺术团” 获取更多演出信息 	 ﻿#你好交大[话题]#﻿ ﻿#上海交通大学[话题]#﻿ ﻿#上海[话题]#﻿ ﻿#演出[话题]#﻿ ﻿#演出现场[话题]#﻿ ﻿#舞蹈团[话题]#﻿ ﻿#舞蹈[话题]#﻿ ﻿@薯队长﻿ ﻿@校园薯﻿,244,21,57,17,2025-04-08 20:10:46
67f4e486000000001d00888b,ABN-KcDFDb6i-FKJeD-XNT8mP83uoDuo8g1l4-J7xNHUU=,normal,今天，交大129岁！一起换定制壁纸！,四月春暖花开 人间芳华正盛 今天（4月8日） 学校迎来129岁生日 我们为每位SJTUer量身打造定制壁纸 动动手指换一换 留下属于我们的祝福 在灿烂春光里 定格这份感动与期许 	 策划制作：上海交通大学融媒体中心 壁纸设计：黄煜博 陈仪平 徐晨萱（其中，P5-P6为大创项目—《人工智能与文创设计》作品，指导老师：刘小凯 张帆 成员：黄煜博 郭艺涵 俞涵萱 王訸） ﻿#壁纸[话题]#﻿ ﻿#定制壁纸[话题]#﻿ ﻿#你好交大[话题]#﻿ ﻿#上海交通大学[话题]#﻿ ﻿#上海交通大学建校129周年[话题]#﻿ ﻿@薯队长﻿ ﻿@校园薯﻿,295,48,31,16,2025-04-08 16:55:34
67f3cdab000000001c004796,ABxd_Hff-vrBo_jlbIE5Oja9hSB0GSLmRarj60FaEEBaY=,video,交大人，真的很有戏！,2025年“李叔同杯”校园戏剧大赛 | 交大人，真的很有戏！ ﻿#你好交大[话题]#﻿ ﻿#上海交通大学[话题]#﻿ ﻿#戏剧[话题]#﻿ ﻿#戏剧别样体验[话题]#﻿ ﻿#沉浸式戏剧体验感拉满[话题]#﻿ ﻿#上海交通大学建校129周年[话题]#﻿ ﻿@薯队长﻿ ﻿@校园薯﻿,181,5,2,8,2025-04-07 21:05:48
67f343ae000000001c0327d0,ABxd_Hff-vrBo_jlbIE5Oja-Soyym1M3yU3GWt2hom2jY=,video,2025年上海交通大学校长奖，颁给了谁？,传播知识火种，他们为教育赋能 奋战科研阵地，他们为创新攻坚 坚守台前幕后，他们为赛事护航 	 他们是交大人的优秀榜样 他们的事迹生动诠释了交大精神品格 2025年上海交通大学校长奖 一起见证，前行的力量 	 ﻿#你好交大[话题]#﻿ ﻿#上海交通大学[话题]#﻿ ﻿#上海[话题]#﻿ ﻿#校长奖[话题]#﻿ ﻿#精神文明[话题]#﻿ ﻿#点赞[话题]#﻿ ﻿#榜样的力量[话题]#﻿ ﻿#前行的力量[话题]#﻿ ﻿@薯队长﻿ ﻿@校园薯﻿,90,3,5,6,2025-04-07 11:17:02
67f26456000000001c011237,ABopBsgDzMmB2k-QP-TxyZcXfcPuI6p4ZUY0fZmpzX2Bk=,video,叮！您的2025届交大学位皮肤已到账！🎓,毕！业！快！乐！[派对R][派对R] 来源：@宣鱼逆流而上 @SJTU交大极限飞盘协会 拍摄者：TILO @aka肉柔丝 制作者：宣鱼 @宣鱼逆流而上 #上海交通大学[话题]#  #你好交大[话题]# #毕业快乐[话题]# #毕业啦[话题]# @薯队长 @校园薯,4047,398,112,85,2025-04-07 09:01:08
67f25ddf000000001c0339e6,ABopBsgDzMmB2k-QP-TxyZcbV05Eml9O1c5Nu2zG2b0sE=,normal,你有这么有趣的交大人节进入校园！🥳🥳,上海交通大学 拍了拍 你！ 大家今天来逛交大人节了嘛[害羞R][害羞R][萌萌哒R][萌萌哒R] #上海交通大学[话题]#  #你好交大[话题]# #交大人节[话题]# #校园活动[话题]# @薯队长 @校园薯,74,7,12,8,2025-04-06 18:56:31
67efc502000000001c01db76,ABHMhRhaPQowC3JSfn0j03F9uWtd1Akttr_nhEt5dbmvQ=,video,春日问答：交大人的开心瞬间🥰,你在这个春天收获了哪些快乐！是期待已久的毕业，拍到的春日美好风光还是好友相伴的温暖时刻～ 	 一起来看看交大同学们给出的答案吧👇看完视频，别忘记在评论区分享你的春日美好瞬间，让幸福传递下去！ 制作：何雪琪 张清芃 江鑫岷 #上海交通大学[话题]#  #你好交大[话题]# #上海交通大学129周年[话题]#  #街头采访[话题]# #大学生活[话题]#  #春天[话题]#  #毕业季[话题]# @薯队长 @校园薯,82,7,8,3,2025-04-06 12:02:05
67f1d96c000000000b01ee52,ABxeJSBpUSir7CmcED24JUtNfNK-oobdY4NlpqDMwScdE=,normal,昨天交大这个市集，你逛了吗？,山海相逢 花开两地 4月5日中午 闵行校区第一餐饮大楼小广场 大理洱源非遗市集空降交大 非遗传承人带着大理的千年技艺 跨越山海与交大师生相遇 	 山海若比邻 沪滇一家亲 云南洱源×上海交大 携手演绎山与海的“协作曲”[色色R] ﻿#你好交大[话题]#﻿ ﻿#上海交通大学[话题]#﻿ ﻿#大理[话题]#﻿ ﻿#洱源[话题]#﻿ ﻿#集市[话题]#﻿ ﻿#洱源美食[话题]#﻿ ﻿@薯队长﻿ ﻿@校园薯﻿,51,2,6,5,2025-04-06 09:31:24
67f1d6df000000001202db10,ABxeJSBpUSir7CmcED24JUtFTPI9--XlW7glNcxvxa4rs=,video,上海交通大学体育系校友会成立！,4月5日 上海交通大学体育系校友会成立 暨体育运动校友联谊会换届会议举行 ﻿#你好交大[话题]#﻿ ﻿#上海交通大学[话题]#﻿ ﻿#体育[话题]#﻿ ﻿#校友[话题]#﻿ ﻿#交大校友会[话题]#﻿ ﻿@薯队长﻿ ﻿@校园薯﻿,710,33,21,82,2025-04-06 09:20:31
67ece6a2000000001c02e61c,ABcObQ4YwiLhr0mL62LWPA2FXbkJ_7SZEO9tYRZAwYY9k=,video,你碰到春天的第一个校徽了吗！🤩,快来给我看看你们手里最漂亮的校徽是什么样的吧！😋 #上海交通大学[话题]# #碰拳挑战[话题]# #春天[话题]# #上海交通大学129周年[话题]# #上海交通大学校庆[话题]# #毕业快乐[话题]# #毕业季[话题]# #你好交大[话题]# @薯队长 @校园薯,345,17,29,30,2025-04-05 12:09:01
67f07d3f000000001c031777,AB5MRqMuTM_RIsgkhxN1clSfsRzPOUpJQNKzoGeK0lLeU=,video,今天中午，大理洱源非遗市集空降交大！,海菜花开沪滇情｜今天中午，大理洱源非遗市集空降交大！﻿#上海交通大学[话题]#﻿ ﻿#你好交大[话题]#﻿ ﻿#市集[话题]#﻿ ﻿#大理市集[话题]#﻿ ﻿#大理[话题]#﻿ ﻿@薯队长﻿ ﻿@校园薯﻿,85,6,10,6,2025-04-05 08:45:51
67ede9ac000000001c03618a,ABE88XlWiB25OtztDJbi3AcyNeujfQFvG-6HhO8iYlRCw=,normal,交大这里长青团了……,一口青团一口春 满载艾草清香新 	 青草配青团 春日的草地藏着软糯的浪漫 当青团与绿草相遇 连风都染上了春天的香甜 	 今年交大青团 你吃过几个口味？（南洋通讯社） 	 ﻿#上海交通大学[话题]#﻿ ﻿#你好交大[话题]#﻿ ﻿#青团[话题]#﻿ ﻿#糯叽叽[话题]#﻿ ﻿#谁不爱这一口糯叽叽呢[话题]#﻿ ﻿#就是喜欢糯叽叽[话题]#﻿ ﻿#万物皆可青团[话题]#﻿ ﻿#糯叽叽碳水快乐[话题]#﻿ ﻿@薯队长﻿ ﻿@校园薯﻿,86,4,3,8,2025-04-04 13:51:00
67ee9eab000000001d001bbd,AB73wtqlkrbDUXThY0T2V36Y-puxQm2a8glGxCQhQpxqA=,normal,交大后勤服务一条街，吃到走不动路！,上海交通大学建校129周年之际，4月3日，后勤保障中心举办第16期“后勤服务一条街”活动。作为交“享”四季·爱满校园系列活动-春之韵的首场活动，本次活动以规模大、品类全、品质高的服务，为师生打造了一场贴近生活、温暖人心的校园盛宴，为青春洋溢的校园再添烟火气息。 	 本期活动云集众多后勤服务单位，190余个摊位涵盖特色美食、农副产品、花卉园艺、生活服务、健康咨询、文化体验等多个方面，吸引了众多师生前来参与。 #上海交通大学[话题]# #你好交大[话题]# #生活气息浓厚[话题]# #感受人间烟火气[话题]# #烟火气满满[话题]# #小吃一条街[话题]# #不一样的烟火气[话题]# #小摊上的人间烟火[话题]# @校园薯 @薯队长,110,20,83,25,2025-04-03 22:43:55
